POR-1,,POR-2,,POR-3,
Age,Error,Age,Error,Age,Error
43.43500851336782,0.8100384095577873,42.96919594561263,0.800852038337176,45.13831407280074,6.8794994529228966
81.55797905712907,10.038192931921522,46.708419534945264,0.6515547700251538,85.16718033964855,3.1479894061072287
84.24094181926044,3.5838732899474124,48.226943352266474,0.9993774968081937,86.87152740695645,1.7696308062921844
87.67574266238115,4.462486561590929,48.417301724888134,0.9213062964210543,87.89000142426366,1.4994866776814249
88.45865565442931,1.0376092240787784,49.10835896684624,0.5479241406312099,88.45252636181289,2.7743413353725117
90.11457713562693,1.9042443685471682,49.14461674758159,0.4650988567074634,89.01755917490789,3.896970431872816
90.14936053753762,13.35084125882124,49.48530647476998,3.9190211291347268,89.33417052020921,4.374689687126207
90.41347438447185,2.3683849965483006,51.22086047804783,1.0101545746137361,89.87121723519941,2.06482136226127
91.0472895280072,1.8943844080697332,54.65589057025471,0.3102216426259332,90.01312049578712,3.391591354572526
91.04853766368582,2.177846922859487,72.05457641413527,0.5087390276480477,90.27415040749302,1.983233063922043
91.58732079334445,2.7146466342204647,77.91566016739036,2.2536985461016315,90.29280352315536,1.928167777015922
91.60502722581091,2.575327688131722,80.16965017724222,3.3781441168197617,90.66178700360942,1.9447335659693294
91.8910494719948,2.7410653846891293,85.20392340253002,3.368807940340133,91.04281614399378,3.3877840988657226
91.91393962524121,2.177761122498957,85.7857052684213,2.9229581318007902,91.45136799683489,0.8326065187725504
91.96467320393035,2.0472625074108493,86.19212680299363,0.4452162301902618,91.85894590750611,1.88391677512017
92.44110344927263,1.0066066858215237,88.27203405933027,0.8942382975253835,91.96271046092886,1.3051364310612783
93.1797106803432,3.4280086626689297,89.76161245142019,1.720393920620424,91.99409638861405,2.3724516035897025
93.22835533200612,4.535768776431901,90.52889137941062,0.6112941478008764,92.04241094924495,1.8150378004981604
93.23345014198131,5.769852320529743,91.12966608455832,1.2577910639536185,92.86932014787367,2.739859616155144
93.31840073468153,4.578497269527233,91.60579350388815,0.509364816831436,92.87972929566365,3.3644010615463316
93.5545348339239,4.725399681303138,92.21959909088274,1.8221059048877208,92.91783756752407,6.760236711879685
93.86916144334829,2.3048028883110163,92.74717094466396,1.0865814231159234,93.17381324997325,1.2922144462059535
94.25133984576037,2.464633088373482,93.0118035137769,6.2055213347290135,93.30329333499272,1.2268203479980144
94.82257708289197,2.385225340361991,93.75134588867664,2.6525783452835228,93.33292700067969,5.028513886668897
95.0084989921121,2.2652918597512013,95.09167071792399,1.4064669962206366,93.85775314823809,2.8191254441496056
95.25165568361795,3.698613556299719,95.29263235866047,0.6810607732020912,94.0494959562069,2.7941774891655413
95.3210552600484,3.565458168742907,97.01351704398364,0.6451246367551349,94.12923454722598,1.718461230114471
95.37816906810644,1.4544273428367802,97.12161175817279,0.7807886604559542,94.64722751744556,5.010073327299338
95.43030752608108,5.880634765273371,97.496209011654,0.7741012344258849,94.69991131444232,2.853590830840645
95.43332060620898,3.2567502510295085,97.52480600962305,0.6968938579715029,95.25875382924701,3.2976386779009914
95.83980715046555,4.844415230208668,98.6421062192844,2.6332745088870197,95.34512904502867,2.9464042125316183
95.85543876028737,2.7579722465458048,98.68742393721415,1.3123406808198155,95.5460491700008,1.7181945447953169
96.8301261902412,2.0984650063688903,98.85112704836583,2.177755295865367,96.20021632748302,2.5799781340191146
96.86254623543569,3.071062911142789,99.756566729633,1.4056392917793659,96.34219570248133,1.9848701091729026
97.29407477130997,2.2584787699413624,99.93868823362625,1.7651905750649917,96.74161903103338,2.6187772224024854
97.3048329091416,5.176185940800963,99.97173638031434,1.3292874922181355,97.26508363765447,1.9603873662124869
97.33897159632758,6.882570890559734,100.00902520166241,1.0717623873497786,97.38829798871384,3.9130025567814215
97.81663562729263,4.879471619994476,100.40530820930725,1.6737408303015044,97.4503651634873,1.2364994849787365
97.88071107324056,1.9265238164180687,100.69162686927343,1.4586760315388219,97.70824733649809,3.3305759715818226
98.60862123454011,7.377997127102134,101.32961471344714,1.3069860162939833,98.08088153381338,2.8000830339094875
99.01195239207264,2.817182603181436,101.72996596704333,1.7663009538237588,100.12325220909074,3.9229518426474286
99.34029773186919,1.9893192764806358,101.87330446000131,0.7580443862949906,100.30773403557379,3.2929567647951785
99.44289290743167,2.916288177846539,103.98800010104934,1.2894221578338545,100.68077870152935,2.8301178016231034
99.99380430660999,2.5548457185028894,104.06652528259642,1.5381425938486117,101.12772930293256,3.5544103839873173
100.21446617327103,6.303959316900674,104.26991697563228,1.2825466392095564,101.79026043912312,1.496462669020147
101.26689809305039,2.959684465591188,104.45502892323594,1.232998442896097,102.14666080344476,12.85738585626013
101.5805255065915,2.9864074588090617,104.76507341384473,0.5923349029413671,102.41266622735137,2.5342579202881765
102.2987831480867,2.2348891243978812,105.06139240800559,1.8549384259477222,102.45695998587443,11.090213400341298
102.58912342957302,3.1301035048663692,105.0710407335578,1.9593248770093155,102.4694740944035,2.0066804120300574
103.15448234122763,3.6336072004355344,105.47176382249538,0.8578317967815892,102.66190079721073,3.820949922043418
103.22140798925933,14.706255538816102,106.181593433153,1.0320565915606892,103.51848437299294,7.294501467337824
104.11984184311974,4.441993531063488,106.49532383131378,1.3941907051041085,103.58235065195922,4.24403233584524
104.49661942210805,1.903115838528457,106.66170111934136,1.1213125372112813,103.69057330589936,11.056757674663046
104.75160988307478,4.26353134067584,107.16946560361009,2.7633740069024313,104.2111723754266,2.1413787777296704
104.836793401312,10.132291392117452,108.38580513404456,2.482781946405936,104.86113091846505,2.1101176559791597
104.849118255117,4.853115028645938,108.43607594529394,1.731219551151277,105.51946967197362,1.7182825888186954
105.55198078723167,4.8682011763453374,108.84174705760933,1.8779481696400495,105.8431639929068,2.346183060239369
107.6359695597388,2.015328636304524,109.37123889314495,1.4098348882853102,105.97839799487808,2.774523388306541
108.76864856258268,7.229618834277076,109.80503143132883,0.6641383853031968,106.59504382206426,4.446924399836547
109.1186670314611,3.4919406189148816,110.43146901079525,1.4124334605930073,106.89228574446362,3.1645002539157616
109.15863932229966,1.8760946253726445,110.6356481205296,2.4680627996264164,107.1803383014226,0.8638721681770747
112.66508592490229,4.260725573665837,110.96519896816396,3.1024404941403176,108.17847178967367,4.370556607692237
112.74387644559896,3.2398092155735014,112.34949897401442,0.5568847220523878,108.40621807587081,5.474866216204319
113.55733151935671,11.651063357743432,112.45117744207387,3.0321491162721728,108.61181703448224,6.946766267602229
113.65179365715666,5.430428896479839,112.55011483658957,2.9901645333244744,112.91160904670149,2.0939582420721194
113.7648300283543,8.450168499161592,112.63693275856478,0.6922842145542205,112.98264927564851,8.38038845910014
114.99106513852124,2.677955385746067,113.56281460666074,1.1256900333332567,113.93978513122242,1.24641487187548
115.21504508610538,1.8854304369814514,113.76191010609365,3.461855175567237,114.30709472073947,2.842231546795283
115.74136531611356,5.021501367484923,114.27222775328829,0.9287766826213257,114.68508641591413,3.962207317419775
116.56302147341407,6.710192677380157,115.34014406004566,1.7032855196300787,115.92222296197095,1.7608630928836533
116.91691925802643,9.063620005524228,120.88773526762631,1.952109288064264,116.00214952928684,2.733047617485731
116.98192817387701,7.241869894082804,122.1036586484993,1.0039225512136767,119.78096601106492,14.119469741409105
118.09999051798455,3.9628592050761497,123.4924725294178,0.8684517242361167,120.21384785900634,14.497089415088901
119.07677488402595,2.415445042581567,124.22939065855242,2.2516332185365897,120.8202721838657,3.2126329099755893
119.8491464000863,6.256061244131594,140.48365550195922,2.8209689124702066,121.41582343157901,1.8922405527690032
120.53164410656805,11.864111840431278,140.5600943700377,2.6000289142298243,121.73181542457705,3.2269490917738963
122.65289553712826,4.030081639909952,153.61925967236755,1.6698366678141383,122.63845401371141,4.600934088354428
123.7666660432714,2.359082651414859,163.15249609772408,1.7882676404768034,123.50262433041621,12.100959399290367
131.5154686411714,11.400189156908425,164.75410213914515,1.6591992749896889,125.41513994476962,7.795384075974923
134.70550772692695,11.47895296993967,167.15907809251334,3.415716387393047,126.8769428868438,4.4925847117410385
144.57920815240195,7.529494838973662,167.6044300794901,3.424698671090482,131.5473083626409,11.477140766176298
147.560623217851,20.13761408266823,171.62388729435744,2.4049046247312447,133.98311124474463,12.311369570599801
152.76618505257414,12.752855109612199,171.96933900888132,1.7648584748438196,141.0172564284595,8.760185184413373
153.38689324134666,4.378444846332684,179.3729481480568,5.395463143783658,142.19604891144155,8.081834662099169
156.29671604817747,6.581950576416361,225.1715919622827,4.447836150941626,142.78536905815938,14.834591252442493
162.15597368110576,3.9873278088359996,1323.4141434017695,32.352685520426576,144.5473711395484,18.652201363357143
163.03693569561767,7.8245843489434606,1376.8536660639543,14.612780027971098,147.09784057239986,5.627394625372659
163.16304392873016,2.446904082604391,1380.5851917145073,22.886998409754938,147.77709084497877,17.767754685501444
163.22060013202787,10.589796458535005,1392.6750706106066,24.853722487577556,148.69995487907389,6.5354021042635395
163.42525587549753,4.2044459349260705,1458.0864213627522,40.88430078900171,154.0307217109185,15.372048351193342
165.79757359057447,3.876920498111872,1509.2261659919125,27.856995640974674,159.04225262629348,2.756025332498737
165.79946827342928,3.1145389582359826,1601.1279177357176,17.046694709971916,161.76300022091704,12.878173473485148
166.73340151347873,6.267799134134478,1688.007820211497,18.265979119650638,162.05992540021282,5.385189923873767
209.62623689410856,8.42448706874012,1705.9413295562044,19.895464040976094,169.4789825366903,5.03126308348962
1380.1742933392259,10.815578249919326,1759.7499388655242,14.450349783001798,175.46186469957252,2.5511257644828333
1383.4074818710064,14.756172872946536,2211.675031034071,107.31158959108211,201.05280537591474,11.735007104253171
1387.9973556157393,16.493359843173835,2468.4783216420196,24.48777735459862,221.99096539719375,1.5920757211032424
1781.1982568718317,13.567090922278112,,,1767.1958485320556,26.29737822379593
1784.2659255576866,40.207127385102694,,,1769.6777415776294,4.741890609710595
1896.928017964661,49.45117492784834,,,1771.8346138446086,15.059177740161772
,,,,3179.8746346472603,7.253472540214943
